Project URL,SHA Detected,Module Path,Fully-Qualified Test Name (packageName.ClassName.methodName),Category,Status,PR Link,Notes
https://github.com/apache/hudi,11ae8b05fdd66fc884e6d1e0600c71c58a3459ed,hudi-common,org.apache.hudi.common.config.TestConfigProperty.testEnumConfigs,ID,,,
https://github.com/apolloconfig/apollo,5e49df687c64cf6f64f0210ba3ebc13084468757,apollo-configservice,com.ctrip.framework.apollo.configservice.service.AccessKeyServiceWithCacheTest.testGetAvailableSecrets,ID,,,
https://github.com/apolloconfig/apollo,5e49df687c64cf6f64f0210ba3ebc13084468757,apollo-configservice,com.ctrip.framework.apollo.configservice.service.AppNamespaceServiceWithCacheTest.testAppNamespace,ID,,,
https://github.com/baidu/uid-generator,2fcbc13d2016fcfb7648a18296951f6942215255,.,com.baidu.fsg.uid.CachedUidGeneratorTest.testParallelGenerate,ID,,,
https://github.com/baidu/uid-generator,2fcbc13d2016fcfb7648a18296951f6942215255,.,com.baidu.fsg.uid.CachedUidGeneratorTest.testSerialGenerate,ID,,,
https://github.com/baidu/uid-generator,2fcbc13d2016fcfb7648a18296951f6942215255,.,com.baidu.fsg.uid.DefaultUidGeneratorTest.testParallelGenerate,ID,,,
https://github.com/baidu/uid-generator,2fcbc13d2016fcfb7648a18296951f6942215255,.,com.baidu.fsg.uid.DefaultUidGeneratorTest.testSerialGenerate,ID,,,
https://github.com/BroadleafCommerce/BroadleafCommerce,380928ea2c30a78436f7ca3d07f1fa1dd63385dd,common,org.broadleafcommerce.common.sitemap.service.CustomUrlSiteMapGeneratorTest.testCustomUrlSiteMapGenerator,ID,,,
https://github.com/BroadleafCommerce/BroadleafCommerce,380928ea2c30a78436f7ca3d07f1fa1dd63385dd,common,org.broadleafcommerce.common.sitemap.service.CustomUrlSiteMapGeneratorTest.testSiteMapsWithSiteContext,ID,,,
https://github.com/codingXiaxw/seckill,fd24d99d232424cd141e64600b277fb8cf3950e2,.,cn.codingxiaxw.dao.cache.RedisDaoTest.getFromRedisOrDb,ID,,,
https://github.com/codingXiaxw/seckill,fd24d99d232424cd141e64600b277fb8cf3950e2,.,cn.codingxiaxw.dao.cache.RedisDaoTest.testSeckill,ID,,,
https://github.com/codingXiaxw/seckill,fd24d99d232424cd141e64600b277fb8cf3950e2,.,cn.codingxiaxw.dao.SeckillDaoTest.queryAll,ID,,,
https://github.com/codingXiaxw/seckill,fd24d99d232424cd141e64600b277fb8cf3950e2,.,cn.codingxiaxw.dao.SeckillDaoTest.queryById,ID,,,
https://github.com/codingXiaxw/seckill,fd24d99d232424cd141e64600b277fb8cf3950e2,.,cn.codingxiaxw.dao.SeckillDaoTest.reduceNumber,ID,,,
https://github.com/codingXiaxw/seckill,fd24d99d232424cd141e64600b277fb8cf3950e2,.,cn.codingxiaxw.dao.SuccessKilledDaoTest.insertSuccessKilled,ID,,,
https://github.com/codingXiaxw/seckill,fd24d99d232424cd141e64600b277fb8cf3950e2,.,cn.codingxiaxw.dao.SuccessKilledDaoTest.queryByIdWithSeckill,ID,,,
https://github.com/codingXiaxw/seckill,fd24d99d232424cd141e64600b277fb8cf3950e2,.,cn.codingxiaxw.service.SeckillServiceTest.getById,ID,,,
https://github.com/codingXiaxw/seckill,fd24d99d232424cd141e64600b277fb8cf3950e2,.,cn.codingxiaxw.service.SeckillServiceTest.getSeckillList,ID,,,
https://github.com/codingXiaxw/seckill,fd24d99d232424cd141e64600b277fb8cf3950e2,.,cn.codingxiaxw.service.SeckillServiceTest.testSeckillLogic,ID,,,
https://github.com/danfickle/openhtmltopdf,780ba564839f1ad5abfa5df12e4aebb9dd6782d2,openhtmltopdf-examples,com.openhtmltopdf.visualregressiontests.VisualRegressionTest.testSVGFontFileAddition,ID,,,
https://github.com/didi/KnowStreaming,e2ad3afe3d542dbca314593e8176e80e14a0d6dd,km-rest,com.xiaojukeji.know.streaming.km.core.service.cluster.ClusterPhyServiceTest.com.xiaojukeji.know.streaming.km.core.service.cluster.ClusterPhyServiceTest,ID,,,
https://github.com/didi/KnowStreaming,e2ad3afe3d542dbca314593e8176e80e14a0d6dd,km-rest,com.xiaojukeji.know.streaming.km.core.TopicMetricServiceTest.com.xiaojukeji.know.streaming.km.core.TopicMetricServiceTest,ID,,,
https://github.com/didi/KnowStreaming,e2ad3afe3d542dbca314593e8176e80e14a0d6dd,km-rest,com.xiaojukeji.know.streaming.km.persistence.es.BrokerMetricESDAOTest.com.xiaojukeji.know.streaming.km.persistence.es.BrokerMetricESDAOTest,ID,,,
https://github.com/didi/KnowStreaming,e2ad3afe3d542dbca314593e8176e80e14a0d6dd,km-rest,com.xiaojukeji.know.streaming.km.persistence.es.ClusterMetricESDAOTest.com.xiaojukeji.know.streaming.km.persistence.es.ClusterMetricESDAOTest,ID,,,
https://github.com/didi/KnowStreaming,e2ad3afe3d542dbca314593e8176e80e14a0d6dd,km-rest,com.xiaojukeji.know.streaming.km.persistence.es.GroupMetricESDAOTest.com.xiaojukeji.know.streaming.km.persistence.es.GroupMetricESDAOTest,ID,,,
https://github.com/didi/KnowStreaming,e2ad3afe3d542dbca314593e8176e80e14a0d6dd,km-rest,com.xiaojukeji.know.streaming.km.persistence.es.PartitionMetricESDAOTest.com.xiaojukeji.know.streaming.km.persistence.es.PartitionMetricESDAOTest,ID,,,
https://github.com/didi/KnowStreaming,e2ad3afe3d542dbca314593e8176e80e14a0d6dd,km-rest,com.xiaojukeji.know.streaming.km.persistence.es.TopicMetricESDAOTest.com.xiaojukeji.know.streaming.km.persistence.es.TopicMetricESDAOTest,ID,,,
https://github.com/dyc87112/SpringBoot-Learning,4212d163da816c6fa5b28d59130318dac2379a73,2.chapter2-1,com.didispace.chapter21.Chapter21ApplicationTests.testUserController,ID,,,
https://github.com/gchq/Gaffer,b8fd95d82f270d5f5332f347e4b1d6d05108d43e,corcommon-util,uk.gov.gchq.gaffer.commonutil.OneOrMoreTest.shouldAddAllItemsWithDeduplicate,ID,,,
https://github.com/gchq/Gaffer,b8fd95d82f270d5f5332f347e4b1d6d05108d43e,corcommon-util,uk.gov.gchq.gaffer.commonutil.OneOrMoreTest.shouldAddItemsWithDeduplicate,ID,,,
https://github.com/haraldk/TwelveMonkeys,e3cb923d37ccfa90f29d21626cbeb4de9e6268ed,imageiimageio-core,com.twelvemonkeys.imageio.StandardImageMetadataSupportTest.withTextValuesMap,ID,,,
https://github.com/hellokaton/30-seconds-of-java8,1af5d4dee567f00e662cb9b74abc16067312e338,.,snippets.SnippetsTests.group_elements_by_length,ID,,,
https://github.com/hellokaton/30-seconds-of-java8,1af5d4dee567f00e662cb9b74abc16067312e338,.,snippets.SnippetsTests.pick_should_pick_key_pairs_corresponding_to_keys,ID,,,
https://github.com/hellokaton/30-seconds-of-java8,1af5d4dee567f00e662cb9b74abc16067312e338,.,snippets.SnippetsTests.union_test,ID,,,
https://github.com/jchambers/pushy,da5f8b97106cd41278b421ec63e4e76a7313bed9,pushy,com.eatthepath.pushy.apns.auth.AuthenticationTokenTest.testVerifySignature,ID,,,
https://github.com/jchambers/pushy,da5f8b97106cd41278b421ec63e4e76a7313bed9,pushy,com.eatthepath.pushy.apns.server.TokenAuthenticationValidatingPushNotificationHandlerTest.testHandleNotificationWithCollapseId,ID,,,
https://github.com/jchambers/pushy,da5f8b97106cd41278b421ec63e4e76a7313bed9,pushy,com.eatthepath.pushy.apns.server.TokenAuthenticationValidatingPushNotificationHandlerTest.testHandleNotificationWithEmptyPayload,ID,,,
https://github.com/jchambers/pushy,da5f8b97106cd41278b421ec63e4e76a7313bed9,pushy,com.eatthepath.pushy.apns.server.TokenAuthenticationValidatingPushNotificationHandlerTest.testHandleNotificationWithExpirationDate,ID,,,
https://github.com/jchambers/pushy,da5f8b97106cd41278b421ec63e4e76a7313bed9,pushy,com.eatthepath.pushy.apns.server.TokenAuthenticationValidatingPushNotificationHandlerTest.testHandleNotificationWithMissingPayload,ID,,,
https://github.com/jchambers/pushy,da5f8b97106cd41278b421ec63e4e76a7313bed9,pushy,com.eatthepath.pushy.apns.server.TokenAuthenticationValidatingPushNotificationHandlerTest.testHandleNotificationWithOversizedPayload,ID,,,
https://github.com/jchambers/pushy,da5f8b97106cd41278b421ec63e4e76a7313bed9,pushy,com.eatthepath.pushy.apns.server.TokenAuthenticationValidatingPushNotificationHandlerTest.testHandleNotificationWithSpecifiedPriority,ID,,,
https://github.com/jchambers/pushy,da5f8b97106cd41278b421ec63e4e76a7313bed9,pushy,com.eatthepath.pushy.apns.server.TokenAuthenticationValidatingPushNotificationHandlerTest.testHandleNotificationWithValidNotification,ID,,,
https://github.com/jchambers/pushy,da5f8b97106cd41278b421ec63e4e76a7313bed9,pushy,com.eatthepath.pushy.apns.server.TokenAuthenticationValidatingPushNotificationHandlerTest.testHandleNotificationWithWithExpiredAuthenticationToken,ID,,,
https://github.com/kanwangzjm/funiture,71ca0fb0658b3d839d9e049ac36429207f05329b,.,com.app.mvc.dao.BaseJunitTest.initializationError,ID,,,
https://github.com/kanwangzjm/funiture,71ca0fb0658b3d839d9e049ac36429207f05329b,.,com.app.mvc.dao.ShortUrlDaoTest.initializationError,ID,,,
https://github.com/manifold-systems/manifold,9d2c590290585388f675dfecf62670d77df23683,manifold-deps-parenmanifold-json-test,manifold.api.json.RequesterTest.httpGetRequestWithParameterizedUrlSuffixWithParams,ID,,,
https://github.com/manifold-systems/manifold,9d2c590290585388f675dfecf62670d77df23683,manifold-deps-parenmanifold-json-test,manifold.api.json.RequesterTest.httpGetRequestWithParams,ID,,,
https://github.com/manifold-systems/manifold,9d2c590290585388f675dfecf62670d77df23683,manifold-deps-parenmanifold-json-test,manifold.api.json.RequesterTest.httpPostRequestWithParameterizedUrlSuffixWithParams,ID,,,
https://github.com/manifold-systems/manifold,9d2c590290585388f675dfecf62670d77df23683,manifold-deps-parenmanifold-json-test,manifold.api.json.RequesterTest.httpPostRequestWithParams,ID,,,
https://github.com/MyCATApache/Mycat-Server,243539fb74bbdcb9819fecc7e7b50ccf0899e671,.,io.mycat.route.DruidMysqlRouteStrategyTest.testAggregateExpr,ID,,,
https://github.com/MyCATApache/Mycat-Server,243539fb74bbdcb9819fecc7e7b50ccf0899e671,.,io.mycat.route.function.PartitionByDateTest.test,ID,,,
https://github.com/MyCATApache/Mycat-Server,243539fb74bbdcb9819fecc7e7b50ccf0899e671,.,io.mycat.route.function.PartitionByRangeDateHashTest.test,ID,,,
https://github.com/opengoofy/hippo4j,d543979a0c5f955a033c91aedccbece33e9803dc,infrcommon,cn.hippo4j.common.toolkit.ContentUtilTest.assertGetPoolContent,ID,,,
https://github.com/opengoofy/hippo4j,d543979a0c5f955a033c91aedccbece33e9803dc,infrcommon,cn.hippo4j.common.toolkit.http.HttpUtilsTest.buildUrl,ID,,,
https://github.com/opengoofy/hippo4j,d543979a0c5f955a033c91aedccbece33e9803dc,infrcommon,cn.hippo4j.common.toolkit.JSONUtilTest.assertToJSONString,ID,,,
https://github.com/opengoofy/hippo4j,d543979a0c5f955a033c91aedccbece33e9803dc,infrcommon,cn.hippo4j.common.toolkit.logtracing.LogMessageTest.testKvShouldPutAllKeyAndValuePairs,ID,,,
https://github.com/opengoofy/hippo4j,d543979a0c5f955a033c91aedccbece33e9803dc,infrcommon,cn.hippo4j.common.toolkit.logtracing.LogMessageTest.testToStringShouldPrintMessageAndAllKeyAndValuePairs,ID,,,
https://github.com/opengoofy/hippo4j,d543979a0c5f955a033c91aedccbece33e9803dc,infrcommon,cn.hippo4j.common.toolkit.Md5UtilTest.assetGetTpContentMd5,ID,,,
https://github.com/perwendel/spark,1973e402f5d4c1442ad34a1d38ed0758079f7773,.,spark.RequestTest.testQueryParams,ID,,,
https://github.com/raphw/byte-buddy,505b9bb02920c6f5d8662ce310f9568acd1e5baf,byte-buddy-dep,net.bytebuddy.ClassFileVersionOtherTest.testLatestVersion,ID,,,
https://github.com/raphw/byte-buddy,505b9bb02920c6f5d8662ce310f9568acd1e5baf,byte-buddy-dep,net.bytebuddy.description.annotation.AnnotationDescriptionForLoadedAnnotationDifferentClassLoaderTest.testEquals,ID,,,
https://github.com/raphw/byte-buddy,505b9bb02920c6f5d8662ce310f9568acd1e5baf,byte-buddy-dep,net.bytebuddy.description.annotation.AnnotationDescriptionLatentTest.testEquals,ID,,,
https://github.com/raphw/byte-buddy,505b9bb02920c6f5d8662ce310f9568acd1e5baf,byte-buddy-dep,net.bytebuddy.description.method.MethodDescriptionForLoadedTest.testExceptions,ID,,,
https://github.com/raphw/byte-buddy,505b9bb02920c6f5d8662ce310f9568acd1e5baf,byte-buddy-dep,net.bytebuddy.description.method.MethodDescriptionForLoadedTest.testToString,ID,,,
https://github.com/raphw/byte-buddy,505b9bb02920c6f5d8662ce310f9568acd1e5baf,byte-buddy-dep,net.bytebuddy.description.method.MethodDescriptionLatentTest.testExceptions,ID,,,
https://github.com/raphw/byte-buddy,505b9bb02920c6f5d8662ce310f9568acd1e5baf,byte-buddy-dep,net.bytebuddy.description.method.MethodDescriptionLatentTest.testToString,ID,,,
https://github.com/raphw/byte-buddy,505b9bb02920c6f5d8662ce310f9568acd1e5baf,byte-buddy-dep,net.bytebuddy.description.type.TypeDescriptionArrayProjectionTest.testGenericTypeInconsistency,ID,,,
https://github.com/raphw/byte-buddy,505b9bb02920c6f5d8662ce310f9568acd1e5baf,byte-buddy-dep,net.bytebuddy.description.type.TypeDescriptionArrayProjectionTest.testTypeAnnotationExceptionType,ID,,,
https://github.com/raphw/byte-buddy,505b9bb02920c6f5d8662ce310f9568acd1e5baf,byte-buddy-dep,net.bytebuddy.description.type.TypeDescriptionForLoadedTypeTest.testGenericTypeInconsistency,ID,,,
https://github.com/raphw/byte-buddy,505b9bb02920c6f5d8662ce310f9568acd1e5baf,byte-buddy-dep,net.bytebuddy.description.type.TypeDescriptionForLoadedTypeTest.testTypeAnnotationExceptionType,ID,,,
https://github.com/raphw/byte-buddy,505b9bb02920c6f5d8662ce310f9568acd1e5baf,byte-buddy-dep,net.bytebuddy.description.type.TypeDescriptionGenericBuilderTest.testGenericTypeInconsistency,ID,,,
https://github.com/raphw/byte-buddy,505b9bb02920c6f5d8662ce310f9568acd1e5baf,byte-buddy-dep,net.bytebuddy.description.type.TypeDescriptionGenericBuilderTest.testTypeAnnotationExceptionType,ID,,,
https://github.com/raphw/byte-buddy,505b9bb02920c6f5d8662ce310f9568acd1e5baf,byte-buddy-dep,net.bytebuddy.dynamic.scaffold.MethodGraphCompilerDefaultTest.testGenericNonOverriddenInterfaceExtension,ID,,,
https://github.com/raphw/byte-buddy,505b9bb02920c6f5d8662ce310f9568acd1e5baf,byte-buddy-dep,net.bytebuddy.dynamic.scaffold.MethodGraphCompilerDefaultTest.testGenericNonOverriddenInterfaceImplementation,ID,,,
https://github.com/raphw/byte-buddy,505b9bb02920c6f5d8662ce310f9568acd1e5baf,byte-buddy-dep,net.bytebuddy.implementation.auxiliary.MethodCallProxyTest.testNonGenericParameter,ID,,,
https://github.com/raphw/byte-buddy,505b9bb02920c6f5d8662ce310f9568acd1e5baf,byte-buddy-dep,net.bytebuddy.pool.TypePoolDefaultMethodDescriptionTest.testExceptions,ID,,,
https://github.com/RichardWarburton/java-8-lambdas-exercises,87fdadf617461dcd22badbd6f69a457e37e1c42f,.,com.insightfullogic.java8.examples.chapter3.RefactorTest.allStringJoins,ID,Opened,https://github.com/RichardWarburton/java-8-lambdas-exercises/pull/47,
https://github.com/searchbox-io/Jest,c4ded4f49a06f284fdf53cb23e84ca041c6596dd,jest-common,io.searchbox.indices.RolloverTest.testBasicUriGeneration,ID,,,
https://github.com/searchbox-io/Jest,c4ded4f49a06f284fdf53cb23e84ca041c6596dd,jest-common,io.searchbox.indices.RolloverTest.testBasicUriWithSettingsGeneration,ID,,,
https://github.com/soot-oss/soot,c0ee36a191142d8cdd6eafb4ee67cb9ec8d429ac,.,soot.jimple.toolkits.typing.TypingMinimizeTest.testJavaInterfaceTyping,ID,,,
https://github.com/spotify/apollo,a03105ee1f98f8c5878f4e3c4d03c8732c6384bd,apollo-api-impl,com.spotify.apollo.route.MiddlewaresTest.asShouldSerializeObjectAsJson,ID,,,
https://github.com/spotify/apollo,a03105ee1f98f8c5878f4e3c4d03c8732c6384bd,apollo-api-impl,com.spotify.apollo.route.MiddlewaresTest.asShouldSerializeResponseObjectAsJson,ID,,,
https://github.com/stleary/JSON-java,01727fd0ed00c1f1f5582bdc97244356ac029f3b,.,org.json.junit.JSONMLTest.testToJSONObject_reversibility,ID,,,
https://github.com/stleary/JSON-java,01727fd0ed00c1f1f5582bdc97244356ac029f3b,.,org.json.junit.JSONObjectTest.valueToString,ID,,,
https://github.com/stleary/JSON-java,01727fd0ed00c1f1f5582bdc97244356ac029f3b,.,org.json.junit.XMLTest.testIndentComplicatedJsonObjectWithArrayAndWithConfig,ID,,,
https://github.com/tabulapdf/tabula-java,8bfa3ad23af34f757f72fe46584a34abfc022ed3,.,technology.tabula.TestSpreadsheetExtractor.testRTL,ID,,,
https://github.com/thinkaurelius/titan,ee226e52415b8bf43b700afac75fa5b9767993a5,titan-test,com.thinkaurelius.titan.graphdb.attribute.GeoshapeTest.testGeoJsonSerialization,ID,,,
https://github.com/twitter-archive/distributedlog,6c7b5745b697617327235a8b773a4263e50875ee,distributedlog-core,com.twitter.distributedlog.impl.metadata.TestZKLogMetadataForWriter.testCreateLogMetadata,ID,,,
https://github.com/twitter-archive/distributedlog,6c7b5745b697617327235a8b773a4263e50875ee,distributedlog-core,com.twitter.distributedlog.impl.metadata.TestZKLogMetadataForWriter.testCreateLogMetadataWithCustomMetadata,ID,,,
https://github.com/twitter-archive/distributedlog,6c7b5745b697617327235a8b773a4263e50875ee,distributedlog-core,com.twitter.distributedlog.TestAsyncReaderLock.testReaderLockBackgroundReaderLockAcquire,ID,,,
https://github.com/xkcoding/spring-boot-demo,87a142f9604c1a5365b4d24d22c2c11c26a9d5ab,demo-orm-jdbctemplate,com.xkcoding.orm.jdbctemplate.SpringBootDemoOrmJdbctemplateApplicationTests.contextLoads,ID,,,
